name,rating,about,cuisines,preferences,features,entitas_lokasi,entitas_jenis_makanan,entitas_menu,entitas_preferensi,entitas_features
Markisa Restaurant,5.0,"Sun is an ingredient at Markisa, the Indonesian word for passion fruit. We thought it only fitting to name our restaurant after the fruit that takes centre stage in the design of the restaurant and hotel. Markisa finds its roots in honest Mediterranean cooking, with a bit of an Italian bias. We will be working closely with local organic farmers and fishermen and believe strongly in respecting the integrity of our ingredients. We strive to produce as much yummy goodness in house, in a way nona would be proud of. From slow ferment naturally leavened breads to preserving peppers, hand rolling pasta and curing sardines. We Love food, like really love it, and hope that you can taste it in our cooking.","['Mediterranean', 'European', 'Healthy']","['pasta', 'lunch and dinner']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Wine and Beer']",Kuta,['Western'],[],"['pasta', 'lunch and dinner']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Wine and Beer']"
Zipp Bar Restaurant & Bungalows,4.0,Zipp is located on southeast beach of Gili Air in front of best swimming and snorkeling area. Restaurant has a large variety of Indonesian and western cuisine from breakfast until dinner with fresh seafood BBQ and open fire pizza oven. Zipp provides also seven new air-conditioned bungalows with swimming pool and fresh water.,"['Bar', 'Seafood', 'International', 'Barbecue', 'Asian', 'Indonesian', 'Soups']","['seafood', 'every night', 'salad bar', 'beach', 'indonesia']","['Accepts Credit Cards', 'Beach', 'Free Wifi', 'Full Bar', 'Live Music', 'Mastercard', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Visa', 'Waterfront']",Pemenang,"['Asian', 'Western']","['Seafood', 'Barbecue']","['seafood', 'every night', 'salad bar', 'beach', 'indonesia']","['Accepts Credit Cards', 'Beach', 'Free Wifi', 'Full Bar', 'Live Music', 'Mastercard', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Visa', 'Waterfront']"
Knalpot,4.5,"Extraordinary Asian Fusion restaurant in Kuta, Lombok with focus on exquisite pescetarian and vegetarian food suitable for an active and considerate lifestyle accompanied by a great assortment of cocktails. At bamba your day starts off with a wonderful breakfast and ottimo caffe is served throughout the day in a modern and chilled facility located on the main road in Kuta.","['Asian', 'Fusion']","['nice place', 'nice meal', 'delicious food', 'cocktails', 'yum']","['Accepts Credit Cards', 'Full Bar', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Wheelchair Accessible']",Kuta,['Asian'],[],"['nice place', 'nice meal', 'delicious food', 'cocktails', 'yum']","['Accepts Credit Cards', 'Full Bar', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Wheelchair Accessible']"
Kemangi Bar & Kitchen,5.0,"Kemangi is located right in the heart of Kuta Lombok, 100 M from Kuta beach, which is about 20 minutes driving time from the Lombok International Airport. The design is best described as ""modern tropical"" with eclectic touches emphasing the local Sasak culture. Kemangi Lombok provide a suave atmosphere for you to enjoy when you're away from home. Combining Western and Asian Fusion, Kemangi Bar & Kitchen offers a complete range of dishes for every taste. We use only the finest, localy-grown and imported ingredients to provide our customer a great breakfast, lunch and diner experience in Lombok. We also have an expansive beverage menu including fresh juice, beer, cocktails, spirits and wine. Restaurant hours are 8 am – 11 pm.","['International', 'Asian', 'Indonesian']",[],"['Free off-street parking', 'Full Bar', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Wine and Beer']",Kuta,['Asian'],[],[],"['Free off-street parking', 'Full Bar', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Wine and Beer']"
Wilson's Bar and Cuisine,4.0,"Wilson's Retreat fine dining restaurant is offered by our team, will twiddle your taste buds with a mix of traditional French recipes . We can serve you on the premises of our beautiful open-air restaurant or even directly on the beach for a romantic candle lit evening.","['European', 'Asian', 'Indonesian']","['rendang', 'nice setting', 'wilsons']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront']",Pemenang,"['Asian', 'Western']",[],"['rendang', 'nice setting', 'wilsons']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront']"
Karma Kayak,4.0,Accepts Credit Cards,"['Bar', 'Mediterranean', 'European', 'Indonesian']","['satay', 'baguette', 'patatas bravas', 'chicken', 'burger', 'gili t', 'lovely evening', 'island', 'trees', 'ocean', 'beanbags']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront']",Pemenang,"['Asian', 'Western']",[],"['satay', 'baguette', 'patatas bravas', 'chicken', 'burger', 'gili t', 'lovely evening', 'island', 'trees', 'ocean', 'beanbags']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront']"
H2O Boat House Restaurant & Coffee Shop,5.0,"Vegan, Vegetarian, Gluten-Free Restaurant & Coffee Shop. Open every day 7:30am - 9:00pm. Healthy delicious breakfast, lunch & dinner options. Fruit museli, banana pancakes, scrambled pesto tofu, smoothie bowls, spinach & feta omelettes. Wraps, jackfruit burgers, pumpkin gnocchi, pizzas, a variety of local dishes. Salted date caramel banana bread & other fresh-baked sweet treats.","['Cafe', 'International', 'Healthy']",[],"['Cash Only', 'Free Wifi', 'Non-smoking restaurants', 'Outdoor Seating', 'Seating', 'Table Service']",Pemenang,['Western'],[],[],"['Cash Only', 'Free Wifi', 'Non-smoking restaurants', 'Outdoor Seating', 'Seating', 'Table Service']"
La Crêperie,4.5,"Traditional French crêpes and galettes (savoury crêpes, gluten free and vegetarian) stand for take-away. Various toppings to choose from: Nutella, Toblerone, home-made dulce de leche, chocolate, bananas, strawberry, coconut, honey, cinnamon sugar, etc.","['French', 'Healthy']",[],"['Cash Only', 'Takeout', 'Wheelchair Accessible']",Pemenang,['Western'],[],[],"['Cash Only', 'Takeout', 'Wheelchair Accessible']"
Legend Bar,4.5,Legend Bar is a beachfront restaurant and bar located in the North of Gili Air. Our beach setting and ocean view offer a chilled and relaxing environment to enjoy your day and evening. We introduced a new menu in November 2019 offering Asian fusion as well as the old favourites. Every Wednesday night is party night. Live music from 6pm until 9pm and DJ's through to 3am.,"['Bar', 'International', 'Indonesian']","['the perfect spot', 'watch the sunset', 'during our stay', 'food is excellent', 'gili islands', 'beach', 'chill']","['Free Wifi', 'Full Bar', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']",Pemenang,['Asian'],[],"['the perfect spot', 'watch the sunset', 'during our stay', 'food is excellent', 'gili islands', 'beach', 'chill']","['Free Wifi', 'Full Bar', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service']"
Cafe Alberto,4.0,Accepts Credit Cards,"['Italian', 'Pizza', 'Seafood', 'Mediterranean', 'European', 'Indonesian']","['pizza', 'swimming pool', 'sunset', 'beach', 'hotel', 'hawkers']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront']",Senggigi,"['Asian', 'Western']","['Pizza', 'Seafood']","['pizza', 'swimming pool', 'sunset', 'beach', 'hotel', 'hawkers']","['Accepts Credit Cards', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Waterfront']"
Flavors Restaurant Lombok,5.0,"Fine Casual Dining by The Lombok Lodge Hospitality . FLAVORS Restaurant, nestled within the charming confines of 'The Lombok Lodge, Boutique Hotel, Medana Bay, presents a delightful and unique Fine Casual Dining Experience. . With Chef Jiwa Raga's exceptional Cuisine and the restaurant's unique Wine List, your visit to FLAVORS is an absolute must during your stay in Lombok! . FLAVORS Restaurant is ideally located on the northwestern coast of Lombok, a mere 35-minute drive from Senggigi area. Just 15 minutes away from the enchanting Gili Islands and a short 5 minutes walk from the 'The Oberoi' Hotel. Enjoy the captivating scene as local fishermen ply their craf, casting their nets into the shimmering ocean under the moonlit night sky, in pursuit of the ocean's bounty. . Do not miss the private over-water dining and Chef Jiwa's Signature Lobster Menu! Secure your reservation now online for an unforgettable evening!","['Seafood', 'International', 'Contemporary', 'Indonesian']","['chef jiwa', 'private dinner', 'food was amazing', 'lombok', 'band']","['American Express', 'Free Wifi', 'Full Bar', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Visa']",Lombok,['Asian'],['Seafood'],"['chef jiwa', 'private dinner', 'food was amazing', 'lombok', 'band']","['American Express', 'Free Wifi', 'Full Bar', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Street Parking', 'Table Service', 'Visa']"
Verve Beach Club and Restaurant,4.5,Beach Club and Pizzaria The biggest and best pizza on Lombok together with the coldest drinks and an amazing dessert menu,"['Bar', 'European']","['pizza', 'cold beer', 'beach', 'sunset', 'lombok', 'pool', 'shore', 'dips']","['American Express', 'Beach', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Validated Parking', 'Visa', 'Wine and Beer']",Senggigi,['Western'],[],"['pizza', 'cold beer', 'beach', 'sunset', 'lombok', 'pool', 'shore', 'dips']","['American Express', 'Beach', 'Free off-street parking', 'Free Wifi', 'Full Bar', 'Highchairs Available', 'Mastercard', 'Outdoor Seating', 'Parking Available', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Validated Parking', 'Visa', 'Wine and Beer']"
Warung Sate Rembiga Utama,4.5,Delivery,"['Asian', 'Grill', 'Indonesian', 'Soups']",[],"['Delivery', 'Digital Payments', 'Parking Available', 'Seating', 'Table Service', 'Takeout', 'Wheelchair Accessible']",Mataram,['Asian'],['Grill'],[],"['Delivery', 'Digital Payments', 'Parking Available', 'Seating', 'Table Service', 'Takeout', 'Wheelchair Accessible']"
Chili Bar & Segar,5.0,"Beach restaurant and bar on the East side of Gili Air. Open for breakfast, lunch and dinner. Indonesian, Mexican, Thai and western food options. Lots of choices for vegetarians. Enjoy our fresh juices, young coconuts and all day Happy Hour cocktails. - Recommended spot for snorkeling with lots of turtles, colorful fish and beautiful corals. - Sun beds and bamboo sofas are free for customers","['Mexican', 'American', 'Bar', 'Seafood', 'Indonesian']","['falafel wrap', 'comfortable daybeds', 'nice place and good food', 'beach', 'gear']","['Beach', 'Cash Only', 'Free Wifi', 'Highchairs Available', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Waterfront']",Pemenang,"['Asian', 'Western']",['Seafood'],"['falafel wrap', 'comfortable daybeds', 'nice place and good food', 'beach', 'gear']","['Beach', 'Cash Only', 'Free Wifi', 'Highchairs Available', 'Outdoor Seating', 'Reservations', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout', 'Waterfront']"
Family Cafe,5.0,"We are family cafe, serve for breakfast ,lunch and dinner. We have Asian food, western, and vegan","['Asian', 'Indonesian']",['island'],"['Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']",Pemenang,['Asian'],[],['island'],"['Outdoor Seating', 'Seating', 'Serves Alcohol', 'Table Service', 'Takeout']"
